ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Genre Principal;Genres Secondaires;Image-URL-L;Moyenne_Adolescent 12-17;Moyenne_Adulte 26-35;Moyenne_Adulte 36-50;Moyenne_Enfant 1-12;Moyenne_Jeune adulte 18-25;Moyenne_Senior 50+
0142001309;The Olive Farm: A Memoir of Life, Love and Olive Oil in the South of France;Carol Drinkwater;2002-01-01;Penguin Books;Travel;Cultural, France, Nonfiction, Autobiography, Memoir, Biography, Food and Drink, Food, Biography Memoir, Biography, Autobiography, Food and Drink, Foodie, Audiobook;http://images.amazon.com/images/P/0142001309.01.LZZZZZZZ.jpg;;9.0;;;;
0142001414;After the Plague: Stories;T. Coraghessan Boyle;2003-01-01;Penguin Books;Short Stories;Fiction, Literature, American, Apocalyptic, Post Apocalyptic, Science Fiction, Anthologies, Collections, Drama, Literature, 21st Century, Modern, Science Fiction, Apocalyptic;http://images.amazon.com/images/P/0142001414.01.LZZZZZZZ.jpg;;5.0;10.0;;;
0142001430;Year of Wonders;Geraldine Brooks;2002-01-01;Penguin Books;Historical;Historical Fiction, Fiction, Historical, European Literature, British Literature, Book Club, Adult, Audiobook, Adult Fiction, Novels, Literature;http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg;9.0;8.117647058823529;8.052631578947368;;8.0;9.0625
0142001619;Salt: A World History;Mark Kurlansky;2003-01-01;Penguin Books;History;Nonfiction, Food and Drink, Food, Science, History, Microhistory, Historical, History, World History, Audiobook, Food and Drink, Cooking, History, Food History;http://images.amazon.com/images/P/0142001619.01.LZZZZZZZ.jpg;;7.0;9.0;;8.0;
0142001740;The Secret Life of Bees;Sue Monk Kidd;2003-01-01;Penguin Books;Fiction;Historical, Historical Fiction, Young Adult, Classics, Historical, Contemporary, Adult Fiction, Young Adult, Coming Of Age, Adult, Novels;http://images.amazon.com/images/P/0142001740.01.LZZZZZZZ.jpg;7.0;8.0;8.912162162162161;;8.869565217391305;8.826086956521738
0142001805;The Eyre Affair: A Novel;Jasper Fforde;2003-01-01;Penguin Books;Fantasy;Fiction, Mystery, Humor, Science Fiction, Writing, Books About Books, Science Fiction, Time Travel, Science Fiction, Alternate History, Science Fiction Fantasy, Adult;http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg;9.0;8.020833333333334;8.833333333333334;9.0;7.928571428571429;8.909090909090908
014200202X;Casino Royale: A James Bond Novel;Ian Fleming;2002-01-01;Penguin Books;Fiction;Thriller, Classics, Mystery, Spy Thriller, Espionage, Adventure, Mystery, Crime, Audiobook, Thriller, Mystery Thriller, Novels;http://images.amazon.com/images/P/014200202X.01.LZZZZZZZ.jpg;;6.0;;;;
0142002267;Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players;Stefan Fatsis;2002-01-01;Penguin Books;Nonfiction;Autobiography, Memoir, Sports and Games, Games, Humanities, Language, Sports, Sports, Biography, Writing, Journalism, History, Biography Memoir, Sociology;http://images.amazon.com/images/P/0142002267.01.LZZZZZZZ.jpg;;8.272727272727273;9.0;;6.8;8.333333333333334
0142002836;The Last American Man;Elizabeth Gilbert;2003-01-01;Penguin Books;Nonfiction;Biography, Environment, Nature, Autobiography, Memoir, Adventure, Biography Memoir, Nature, Outdoors, Travel, History, Book Club;http://images.amazon.com/images/P/0142002836.01.LZZZZZZZ.jpg;;;10.0;;;
0142003441;Good Poems;Garrison Keillor;2003-01-01;Penguin Books;Poetry;Nonfiction, Anthologies, Literature, Anthologies, Collections, Literature, American, Unfinished, Adult, Reference, Poetry Plays;http://images.amazon.com/images/P/0142003441.01.LZZZZZZZ.jpg;;;10.0;;;9.0
0142003808;Drop City;T. Coraghessan Boyle;2004-01-01;Penguin USA (Paper);Fiction;Historical, Historical Fiction, Novels, Literature, Literary Fiction, Contemporary, Literature, American, Humor, Cultural, Counter Culture, The United States Of America;http://images.amazon.com/images/P/0142003808.01.LZZZZZZZ.jpg;;;8.0;;;3.0
0142004030;Lost in a Good Book (Thursday Next Novels (Penguin Books));Jasper Fforde;2004-01-01;Penguin Books;Fantasy;Fiction, Mystery, Humor, Science Fiction, Writing, Books About Books, Science Fiction, Time Travel, Science Fiction Fantasy, Science Fiction, Alternate History, Fantasy, Urban Fantasy;http://images.amazon.com/images/P/0142004030.01.LZZZZZZZ.jpg;;8.75;8.75;;8.5;9.0
0142004235;East of Eden (Oprah's Book Club);John Steinbeck;2003-01-01;Penguin Books;Classics;Fiction, Historical, Historical Fiction, Literature, Novels, Literature, American, Literary Fiction, Historical, Classics, Classic Literature, Literature, 20th Century;http://images.amazon.com/images/P/0142004235.01.LZZZZZZZ.jpg;10.0;8.066666666666666;9.153846153846153;;8.222222222222221;8.0
0142301515;Crown Duel (Smith, Sherwood. Crown and Court Duet, Bk. 1-2.);Sherwood Smith;2002-01-01;Puffin Books;Fantasy;Young Adult, Romance, Fiction, Young Adult, Young Adult Fantasy, Adventure, Fantasy, High Fantasy, Fantasy, Magic, Science Fiction Fantasy, Historical;http://images.amazon.com/images/P/0142301515.01.LZZZZZZZ.jpg;8.0;7.5;9.0;;9.0;
0142400653;More Adventures of the Great Brain (Great Brain);John D. Fitzgerald;2004-01-01;Puffin Books;Fiction;Childrens, Historical, Historical Fiction, Young Adult, Humor, Historical, Childrens, Juvenile, Childrens, Middle Grade, Classics, Mystery;http://images.amazon.com/images/P/0142400653.01.LZZZZZZZ.jpg;;;;;;7.0
0142400866;Parasite Pig;William Sleator;2004-01-01;Firebird;Science Fiction;Young Adult, Fiction, Science Fiction, Aliens, Fantasy, Humor;http://images.amazon.com/images/P/0142400866.01.LZZZZZZZ.jpg;;7.0;;;;
0142437050;The Secret Garden (Penguin Classics);Frances Hodgson Burnett;2002-01-01;Penguin Books;Classics;Fiction, Childrens, Young Adult, Historical, Historical Fiction, Childrens, Middle Grade, Fantasy, Historical, Literature, Audiobook;http://images.amazon.com/images/P/0142437050.01.LZZZZZZZ.jpg;;8.0;;;;
0142437174;The Adventures of Huckleberry Finn (Penguin Classics);Mark Twain;2002-01-01;Penguin Books;Classics;Fiction, Historical, Historical Fiction, Literature, Young Adult, Adventure, Academic, School, Novels, Young Adult, High School, Academic, Read For School;http://images.amazon.com/images/P/0142437174.01.LZZZZZZZ.jpg;;;10.0;;7.5;7.0
0142437182;Siddhartha: An Indian Tale (Penguin Classics);Hermann Hesse;2003-01-01;Penguin Books;Classics;Fiction, Philosophy, Spirituality, Religion, Literature, Religion, Buddhism, European Literature, German Literature, Novels, Historical, Historical Fiction;http://images.amazon.com/images/P/0142437182.01.LZZZZZZZ.jpg;;;8.0;;;
0142437204;Jane Eyre (Penguin Classics);Charlotte Bronte;2003-01-01;Penguin Books;Classics;Fiction, Romance, Historical, Historical Fiction, Gothic, Literature, Historical, Academic, School, Literature, 19th Century, Novels;http://images.amazon.com/images/P/0142437204.01.LZZZZZZZ.jpg;;;9.0;;8.0;
0142437255;On the Road (Penguin Classics);Jack Kerouac;2003-01-01;Penguin Books;Classics;Fiction, Travel, Literature, Novels, Literature, American, Adventure, Literature, 20th Century, Classics, Modern Classics, Unfinished;http://images.amazon.com/images/P/0142437255.01.LZZZZZZZ.jpg;;6.5;;;;
0142437263;The Scarlet Letter (Penguin Classics);Nathaniel Hawthorne;2003-01-01;Penguin Books;Classics;Fiction, Historical, Historical Fiction, Academic, School, Literature, Young Adult, High School, Academic, Read For School, Historical, Classics, Classic Literature, Novels;http://images.amazon.com/images/P/0142437263.01.LZZZZZZZ.jpg;6.0;7.0;;;;
0142437298;Herzog (Penguin Classics);Saul Bellow;2003-01-01;Penguin Books;Fiction;Classics, Literature, Novels, Literature, American, Nobel Prize, Literature, 20th Century, Literature, Jewish, Literary Fiction, Classics, Modern Classics;http://images.amazon.com/images/P/0142437298.01.LZZZZZZZ.jpg;;;9.0;;;
0142437336;The Crucible (Penguin Classics);Arthur Miller;2003-01-01;Penguin Books;Classics;Plays, Fiction, Historical, Historical Fiction, Academic, School, Drama, Academic, Read For School, Historical, Young Adult, High School, Literature;http://images.amazon.com/images/P/0142437336.01.LZZZZZZZ.jpg;8.0;;;;;
0142437344;A Portrait of the Artist As a Young Man (Penguin Classics);James Joyce;2003-01-01;Penguin Books;Classics;Fiction, Literature, European Literature, Irish Literature, Cultural, Ireland, Novels, Literature, 20th Century, Literary Fiction, Academic, School, Classics, Classic Literature;http://images.amazon.com/images/P/0142437344.01.LZZZZZZZ.jpg;;6.0;;;10.0;
0142500372;Enchantress from the Stars;Sylvia Engdahl;2003-01-01;Puffin Books;Science Fiction;Fantasy, Young Adult, Fiction, Romance, Adventure, Classics, Science Fiction, Aliens, Childrens, Science Fiction Fantasy;http://images.amazon.com/images/P/0142500372.01.LZZZZZZZ.jpg;8.0;;8.0;;;
0143034359;Thursday Next in the Well Of Lost Plots (Thursday Next Novels (Penguin Books));Fforde Jasper;2004-01-01;Penguin Books;Fantasy;Fiction, Mystery, Humor, Writing, Books About Books, Science Fiction, Science Fiction Fantasy, Science Fiction, Alternate History, Science Fiction, Time Travel, Fantasy, Urban Fantasy;http://images.amazon.com/images/P/0143034359.01.LZZZZZZZ.jpg;;;10.0;;;
0143035002;Anna Karenina (Oprah's Book Club);Leo Tolstoy;2004-01-01;Penguin Books;Classics;Fiction, Romance, Cultural, Russia, Historical, Historical Fiction, Literature, Russian Literature, Literature, Novels, Literature, 19th Century, Historical;http://images.amazon.com/images/P/0143035002.01.LZZZZZZZ.jpg;;8.0;9.0;;10.0;8.5
0151000891;Nearer the Moon: From a Journal of Love : The Unexpurgated Diary of Anais Nin, 1937-1939;Anais Nin;1996-01-01;Harcourt;Nonfiction;Autobiography, Memoir, Biography, Diary, Journal, Adult Fiction, Erotica, Literature, Classics, Womens, Diary, Literature, 20th Century;http://images.amazon.com/images/P/0151000891.01.LZZZZZZZ.jpg;;10.0;;;;9.0
0151001367;How to Travel With a Salmon & Other Essays;Umberto Eco;1994-01-01;Harcourt;Writing;Essays, Nonfiction, Humor, Philosophy, European Literature, Italian Literature, Short Stories, Cultural, Italy, Literature, Travel, Contemporary;http://images.amazon.com/images/P/0151001367.01.LZZZZZZZ.jpg;;4.0;9.0;;;
0151003076;The Curious Sofa: A Pornographic Work by Ogdred Weary;Edward Gorey;1997-01-01;Harcourt;Fiction;Humor, Art, Sequential Art, Graphic Novels, Sequential Art, Comics, Childrens, Picture Books, Short Stories, Horror, Gothic, Graphic Novels Comics;http://images.amazon.com/images/P/0151003076.01.LZZZZZZZ.jpg;7.0;6.5;8.0;;8.5;
0151009988;Mrs. Dalloway;Virginia Woolf;2002-01-01;Harcourt;Classics;Fiction, Literature, Novels, Feminism, European Literature, British Literature, Literature, 20th Century, Literary Fiction, Academic, School, Literature, English Literature;http://images.amazon.com/images/P/0151009988.01.LZZZZZZZ.jpg;;;10.0;;;7.0
0151400032;Henry and June: From the Unexpurgated Diary of Anais Nin;Anais Nin;1986-01-01;Horizon Book Promotions;Nonfiction;Autobiography, Memoir, Biography, Adult Fiction, Erotica, Classics, Cultural, France, Romance, Biography, Autobiography, Biography Memoir, Literature;http://images.amazon.com/images/P/0151400032.01.LZZZZZZZ.jpg;;5.0;;;;
0151730857;"The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure. the \Good Parts\"" Version, Abridged.""";William Goldman;1973-01-01;Harcourt;Fantasy;Classics, Fiction, Romance, Humor, Young Adult, Adventure, Humor, Comedy, Science Fiction Fantasy, Fantasy, Fairy Tales;http://images.amazon.com/images/P/0151730857.01.LZZZZZZZ.jpg;;9.5;;;;
015600125X;How to Travel with a Salmon & Other Essays (A Harvest Book);Umberto Eco;1995-01-01;Harvest Books;Writing;Essays, Nonfiction, Humor, Philosophy, European Literature, Italian Literature, Short Stories, Cultural, Italy, Literature, Travel, Contemporary;http://images.amazon.com/images/P/015600125X.01.LZZZZZZZ.jpg;;8.5;;;9.0;
0156001411;The Gospel According to Jesus Christ;Jose Saramago;1994-01-01;Harvest Books;Fiction;Religion, Historical, Historical Fiction, Cultural, Portugal, Literature, European Literature, Portuguese Literature, Nobel Prize, Novels, Classics, Philosophy;http://images.amazon.com/images/P/0156001411.01.LZZZZZZZ.jpg;;9.0;;;;
0156001454;Winterdance: The Fine Madness of Running the Iditarod;Gary Paulsen;1995-01-01;Harvest Books;Nonfiction;Autobiography, Memoir, Adventure, Animals, Animals, Dogs, Sports, Sports, Biography, Travel, Biography Memoir, Humor;http://images.amazon.com/images/P/0156001454.01.LZZZZZZZ.jpg;;;10.0;;;10.0
0156002086;This Is the Way the World Ends;James Morrow;1995-01-01;Harcourt;Science Fiction;Fiction, Apocalyptic, Post Apocalyptic, Fantasy, Science Fiction, Apocalyptic, Science Fiction Fantasy, Science Fiction, Dystopia, Speculative Fiction, Humor, Novels;http://images.amazon.com/images/P/0156002086.01.LZZZZZZZ.jpg;;8.0;8.0;;;
0156003902;"Fire: From \A Journal of Love\"" The Unexpurgated Diary of AnaÃ¯s Nin, 1934-1937""";AnaÃ¯s Nin;1996-01-01;Harvest Books;Nonfiction;Biography, Autobiography, Memoir, Biography, Autobiography, Diary, Journal, Adult Fiction, Erotica, Womens, Literature, Classics, Poetry;http://images.amazon.com/images/P/0156003902.01.LZZZZZZZ.jpg;;10.0;;;;
0156004011;The Stone Raft;Jose Saramago;1996-01-01;Harvest Books;Fiction;Cultural, Portugal, Magical Realism, Literature, European Literature, Portuguese Literature, Nobel Prize, Novels, Fantasy, Romance, Literature, 20th Century;http://images.amazon.com/images/P/0156004011.01.LZZZZZZZ.jpg;;7.0;7.5;;;
0156004801;All the King's Men (Harvest Book);Robert Penn Warren;1996-01-01;Harvest Books;Fiction;Classics, Historical, Historical Fiction, Politics, Literature, Novels, Literature, American, Literary Fiction, American, Southern, Historical;http://images.amazon.com/images/P/0156004801.01.LZZZZZZZ.jpg;;10.0;;;;
0156005204;Baltasar and Blimunda;Jose Saramago;1998-01-01;Harvest Books;Fiction;Historical, Historical Fiction, Classics, Cultural, Portugal, European Literature, Portuguese Literature, Romance, Literature, Nobel Prize, Historical, Magical Realism;http://images.amazon.com/images/P/0156005204.01.LZZZZZZZ.jpg;;9.0;9.0;;10.0;
0156006243;The History of the Siege of Lisbon;Jose Saramago;1998-01-01;Harvest Books;Fiction;Cultural, Portugal, Historical, Historical Fiction, European Literature, Portuguese Literature, Literature, Novels, Nobel Prize, Classics, Romance, Historical;http://images.amazon.com/images/P/0156006243.01.LZZZZZZZ.jpg;;8.0;8.0;;9.0;
0156007479;Slammerkin;Emma Donoghue;2002-01-01;Harvest Books;Historical;Historical Fiction, Fiction, Historical, European Literature, British Literature, Literary Fiction, Literature, 18th Century, Sex Work, Prostitution, Cultural, Canada, Adult, Adult Fiction;http://images.amazon.com/images/P/0156007479.01.LZZZZZZZ.jpg;;10.0;8.0;;7.0;
0156007754;Blindness (Harvest Book);Jose Saramago;1999-01-01;Harvest Books;Fiction;Science Fiction, Dystopia, Science Fiction, Classics, Novels, Literature, Cultural, Portugal, Horror, European Literature, Portuguese Literature, Nobel Prize;http://images.amazon.com/images/P/0156007754.01.LZZZZZZZ.jpg;;8.052631578947368;8.133333333333333;;8.5;8.666666666666666
0156010593;All the Names;Jose Saramago;2001-01-01;Harvest Books;Fiction;Cultural, Portugal, Literature, European Literature, Portuguese Literature, Novels, Nobel Prize, Magical Realism, Literary Fiction, Romance, Contemporary;http://images.amazon.com/images/P/0156010593.01.LZZZZZZZ.jpg;;6.333333333333333;10.0;;9.0;9.5
0156013037;The Tale of the Unknown Island;Jose Saramago;2000-01-01;Harvest Books;Fiction;Short Stories, Cultural, Portugal, Literature, Fantasy, European Literature, Portuguese Literature, Nobel Prize, Philosophy, Classics, Literary Fiction;http://images.amazon.com/images/P/0156013037.01.LZZZZZZZ.jpg;;7.0;;;;
0156013983;Le Petit Prince (French Language Edition);Antoine de Saint-ExupÃ©ry;2001-01-01;Harvest Books;Classics;Fiction, Fantasy, Childrens, Cultural, France, Philosophy, Young Adult, Literature, Childrens, Middle Grade, European Literature, French Literature;http://images.amazon.com/images/P/0156013983.01.LZZZZZZZ.jpg;;10.0;;;;
0156026988;Tales from Margaritaville;Jimmy Buffett;2002-01-01;Harvest Books;Fiction;Short Stories, Humor, Adventure, Travel, Music, Contemporary, Anthologies, Novels, Anthologies, Collections;http://images.amazon.com/images/P/0156026988.01.LZZZZZZZ.jpg;;10.0;;;;
015602764X;Sophocles, The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone;Sophocles;2002-01-01;Harvest Books;Classics;Plays, Drama, Fiction, Fantasy, Mythology, Academic, School, Literature, Plays, Theatre, Poetry, Academic, Read For School;http://images.amazon.com/images/P/015602764X.01.LZZZZZZZ.jpg;5.0;;;;;
0156028794;The Cave;Jose Saramago;2003-01-01;Harvest Books;Fiction;Cultural, Portugal, Literature, Novels, European Literature, Portuguese Literature, Nobel Prize, Science Fiction, Dystopia, Classics, Philosophy, Literary Fiction;http://images.amazon.com/images/P/0156028794.01.LZZZZZZZ.jpg;;8.0;;;;
0156028972;Gun, with Occasional Music (Harvest Book);Jonathan Lethem;2003-01-01;Harvest Books;Fiction;Science Fiction, Mystery, Mystery, Noir, Mystery, Crime, Fantasy, Science Fiction, Dystopia, Mystery, Detective, Speculative Fiction, Novels;http://images.amazon.com/images/P/0156028972.01.LZZZZZZZ.jpg;;;8.0;;;
